=== ALLE 251 ENHANCED 4K VIDEOS AUF YOUTUBE ===
Enhanced Title,Enhanced 4K URL,Original URL,Status
"GIRL'S CHOIR, DPRK (Enhanced 4K)",https://www.youtube.com/watch?v=ygd0y24iPcQ,https://www.youtube.com/watch?v=m4j94BSQMp4,zugeordnet
GRILLED PIG (Enhanced 4K),https://www.youtube.com/watch?v=otJ58Ik1ElY,https://www.youtube.com/watch?v=TXE3bBaK8zY,zugeordnet
Hairdresser in Georgia (Enhanced 4K),https://www.youtube.com/watch?v=0DD5phUDsuo,https://www.youtube.com/watch?v=kIIFdZrQuTQ,zugeordnet
hard BEAT (Enhanced 4K),https://www.youtube.com/watch?v=EKOOw93eJzk,https://www.youtube.com/watch?v=8AW2b8VvDtk,zugeordnet
HELLO 👋 HELLO (Enhanced 4K),https://www.youtube.com/watch?v=CTLBFJeh5ig,,nicht zugeordnet
HELLO 👋 HELLO (Enhanced 4K),https://www.youtube.com/watch?v=AqQc9uBhNbU,https://www.youtube.com/watch?v=BLP5KBjSHaU,zugeordnet
HEY 🦛 HEY (Enhanced 4K),https://www.youtube.com/watch?v=zq7Hce5WrKg,https://www.youtube.com/watch?v=pi9sOSMrEqY,zugeordnet
HONGKONG / MORPHOPOLIS (Enhanced 4K),https://www.youtube.com/watch?v=aohfhVId4h8,https://www.youtube.com/watch?v=NKXxfXK8qbI,zugeordnet
How do you do in DPRK? (Enhanced 4K),https://www.youtube.com/watch?v=EUl60qxR980,https://www.youtube.com/watch?v=td5h1Gcx0gg,zugeordnet
Humus for Hamas subtitles in FARSI 24.09.2010 (Enhanced 4K),https://www.youtube.com/watch?v=GOZtTpoaUaM,https://www.youtube.com/watch?v=Uv5kGuyJSbc,zugeordnet
INDIA / O! LUCKY CALCUTTA (Enhanced 4K),https://www.youtube.com/watch?v=odxj3_y_peI,https://www.youtube.com/watch?v=Rmjega-OZQg,zugeordnet
INTERVIEW / FOKUSZ – RTL CLUB (Enhanced 4K),https://www.youtube.com/watch?v=Ys0NcLodiv0,https://www.youtube.com/watch?v=_dxcOch0CrU,zugeordnet
ISRAEL / ITZHAK FREY & FIA (Hungarian Edition) (Enhanced 4K),https://www.youtube.com/watch?v=IznuQhn_t2Y,https://www.youtube.com/watch?v=MpZicz5Nkrg,zugeordnet
"Itzhak Frei, working in his own bakery 🥯 in Mea Shearim, Jerusalem (Enhanced 4K)",https://www.youtube.com/watch?v=8tqRxfx8vyE,https://www.youtube.com/watch?v=wjAkVoSN8jE,zugeordnet
Itzhak Frey gondolata a Felvidékről (Enhanced 4K),https://www.youtube.com/watch?v=DR3SvU4_-Pk,https://www.youtube.com/watch?v=wtn4-4bQKsk,zugeordnet
"JAPAN / High School Girls - SHIBUYA - 171,2% (Enhanced 4K)",https://www.youtube.com/watch?v=Ah8fusNxaJU,https://www.youtube.com/watch?v=v1YJC8dMaas,zugeordnet
KAMCHATKA / BEAR and FISH (English Edition) (Enhanced 4K),https://www.youtube.com/watch?v=3uOFkulu-p4,https://www.youtube.com/watch?v=0tapt-cyoSY,zugeordnet
KAMCHATKA / LOST in TRANSITION (English Edition) (Enhanced 4K),https://www.youtube.com/watch?v=iCvKylpkr64,https://www.youtube.com/watch?v=9Rz8jpSUmPM,zugeordnet
KAMCHATKA / TOLBACHIK 1975-2005 (Enhanced 4K),https://www.youtube.com/watch?v=pzMKDArsh5s,https://www.youtube.com/watch?v=6hUUJNMZKDw,zugeordnet
KAZAKHSTAN / ARAL SEA - Moments for Monuments (Enhanced 4K),https://www.youtube.com/watch?v=7gom0CqjGNQ,https://www.youtube.com/watch?v=0DNzxYaPVPs,zugeordnet
KAZAKHSTAN / BALANCE of LIFE – BABUSHKA MASHA (English Edition) (Enhanced 4K),https://www.youtube.com/watch?v=pwS9hUgSkPk,https://www.youtube.com/watch?v=j1J5t163asA,zugeordnet
KAZAKHSTAN / ETERNAL HOME (Enhanced 4K),https://www.youtube.com/watch?v=PeOEG5N-0pQ,,nicht zugeordnet
KAZAKHSTAN / ETERNAL HOME (Enhanced 4K),https://www.youtube.com/watch?v=zP_OyCyOypo,https://www.youtube.com/watch?v=tkCxiE1Wlrw,zugeordnet
kids🤸‍♀️KIDS🤸‍♀️kids🤸‍♀️KIDS🤸‍♀️kids (Enhanced 4K),https://www.youtube.com/watch?v=InqzebexOfM,https://www.youtube.com/watch?v=yt1tQsqYI1s,zugeordnet
"MACH aus dem VERGANGENEN, was Du KANNST (Enhanced 4K)",https://www.youtube.com/watch?v=-XEgYOQkIos,https://www.youtube.com/watch?v=k3nEp6-h5ZA,zugeordnet
MAKE-UP (Enhanced 4K),https://www.youtube.com/watch?v=F70DYigxYpk,https://www.youtube.com/watch?v=c6soqG3ZYMA,zugeordnet
MAMA TALK (Enhanced 4K),https://www.youtube.com/watch?v=lLkbEg6reJ4,https://www.youtube.com/watch?v=akfCabK-6jA,zugeordnet
MATTER OF CHANCE (Enhanced 4K),https://www.youtube.com/watch?v=EfUzmAA2xSY,,nicht zugeordnet
MATTER OF CHANCE (Enhanced 4K),https://www.youtube.com/watch?v=0QkDF3ZrkNE,https://www.youtube.com/watch?v=RkRryabSdiw,zugeordnet
Museum Da Vaz Februar 2024 Santa Maria (Enhanced 4K),https://www.youtube.com/watch?v=kHsGxlyoA5k,https://www.youtube.com/watch?v=UrwKbdcn5DY,zugeordnet
Museum Elephant (Enhanced 4K),https://www.youtube.com/watch?v=2gCNWc-sanw,https://www.youtube.com/watch?v=T5H9nBJ99SU,zugeordnet
MY STUDENTS (Enhanced 4K),https://www.youtube.com/watch?v=lsgvFPpp7S0,,nicht zugeordnet
MY STUDENTS (Enhanced 4K),https://www.youtube.com/watch?v=oL2n5rBY2GI,https://www.youtube.com/watch?v=J5Sn3T0eSFU,zugeordnet
nur für DOKUMENT‼️ (Enhanced 4K),https://www.youtube.com/watch?v=MEVmOuuoiFg,,nicht zugeordnet
nur für DOKUMENT‼️ (Enhanced 4K),https://www.youtube.com/watch?v=YPeWITnIjFw,https://www.youtube.com/watch?v=dqiDqnYOHrU,zugeordnet
Palestine / HAIDER ABDELSHAFI - last interview (Enhanced 4K),https://www.youtube.com/watch?v=MOpfwkuh1Bw,https://www.youtube.com/watch?v=4bLA0adDPaI,zugeordnet
paphlipff…pap-philipff…ppflapilphfefe (Enhanced 4K),https://www.youtube.com/watch?v=cIyvxkSxngY,https://www.youtube.com/watch?v=UG1krgFORrk,zugeordnet
PHILOMENA (Enhanced 4K),https://www.youtube.com/watch?v=aHclD5L5k3U,https://www.youtube.com/watch?v=EnnKos4thVc,zugeordnet
"PIANO PRACTISE, DPRK (Enhanced 4K)",https://www.youtube.com/watch?v=ewYUqJL3uEQ,https://www.youtube.com/watch?v=4QqadqB5ZSs,zugeordnet
PICK AND PEN (Enhanced 4K),https://www.youtube.com/watch?v=Sxrs26lU8ss,,nicht zugeordnet
PICK AND PEN (Enhanced 4K),https://www.youtube.com/watch?v=_j7GCIgrCIU,https://www.youtube.com/watch?v=d6ph7n4k35Y,zugeordnet
PIG OPERA (Enhanced 4K),https://www.youtube.com/watch?v=SiQM_y9ALB0,https://www.youtube.com/watch?v=M3D3Gxo4AEQ,zugeordnet
PIGstile (Enhanced 4K),https://www.youtube.com/watch?v=Wo9NUN3a65E,https://www.youtube.com/watch?v=Da3-JcXMnzQ,zugeordnet
process is🔑is process (Enhanced 4K),https://www.youtube.com/watch?v=FrXcjHsuGZ0,https://www.youtube.com/watch?v=J9poOhWeG54,zugeordnet
REFLECTION (Enhanced 4K),https://www.youtube.com/watch?v=XVpC9Q9uges,https://www.youtube.com/watch?v=WO3jbQwqrxc,zugeordnet
"Republic of GEORGIA / drunk, GOD... (Enhanced 4K)",https://www.youtube.com/watch?v=PUuRv4DQHzE,https://www.youtube.com/watch?v=w2zIO_8S3Ek,zugeordnet
Republic of GEORGIA / KMARA -- ENOUGH! / THE ROSE REVOLUTION (Enhanced 4K),https://www.youtube.com/watch?v=FqqybYPUBgY,https://www.youtube.com/watch?v=KMclVtn2aoc,zugeordnet
Republic of GEORGIA / TeaTime in TBILISI (Enhanced 4K),https://www.youtube.com/watch?v=tLK5WQb0weQ,https://www.youtube.com/watch?v=509HaQXlkL0,zugeordnet
RettungsMarsch 1913 - saving 20 seconds (Long Version) 21:30 (Enhanced 4K),https://www.youtube.com/watch?v=IAwbe-IeNyc,,nicht zugeordnet
RettungsMarsch 1913 - saving 20 seconds (Long Version) 21:30 (Enhanced 4K),https://www.youtube.com/watch?v=gY_wU9Pj8ts,https://www.youtube.com/watch?v=AtuAAkLGRPo,zugeordnet
RettungsMarsch 1913 - saving 20 seconds (Long Version) 21:30 (Enhanced 4K),https://www.youtube.com/watch?v=O5LsZ3yOQYE,,nicht zugeordnet
roadside 🇧🇹BHUTAN🇧🇹 (Enhanced 4K),https://www.youtube.com/watch?v=x69hzMZWyDA,https://www.youtube.com/watch?v=_aB3Pc7krPw,zugeordnet
RUSSIA / DEAD END (Enhanced 4K),https://www.youtube.com/watch?v=5yWe8uhcHSY,https://www.youtube.com/watch?v=Kv7e-5ii-Ew,zugeordnet
RUSSIA / OLD PONDS (English Edition) (Enhanced 4K),https://www.youtube.com/watch?v=f7t3xaj4tv4,https://www.youtube.com/watch?v=kUmV1BDCnH4,zugeordnet
RUSSIA / REALtime (Enhanced 4K),https://www.youtube.com/watch?v=cCoHgv_NzQ0,https://www.youtube.com/watch?v=c62HSWqoxKo,zugeordnet
RUSSIA / SUITE 702 (Enhanced 4K),https://www.youtube.com/watch?v=5RUc6lSUT08,https://www.youtube.com/watch?v=Y3Zb55v7sM4,zugeordnet
RUSSIA / ÖREG TÓ (Hungarian Edition) (Enhanced 4K),https://www.youtube.com/watch?v=o6DXnvp45H0,,nicht zugeordnet
RUSSIA / ÖREG TÓ (Hungarian Edition) (Enhanced 4K),https://www.youtube.com/watch?v=fHJww_VJXBI,https://www.youtube.com/watch?v=roeVmHWKobs,zugeordnet
SINGING BEAUTY (Enhanced 4K),https://www.youtube.com/watch?v=qchCSxOixLw,https://www.youtube.com/watch?v=cbAE4XrqJqc,zugeordnet
"Suchen, Schnüffeln, Scharren... Zupacken (Enhanced 4K)",https://www.youtube.com/watch?v=luqPei_dY7M,https://www.youtube.com/watch?v=-wKR0jcUVMU,zugeordnet
THE MESSAGE OF COLOR (Enhanced 4K),https://www.youtube.com/watch?v=th4ZWCrI5v0,https://www.youtube.com/watch?v=YX0zzFIzkW4,zugeordnet
the OTHER EYE (Enhanced 4K),https://www.youtube.com/watch?v=jDTr4LFPmp4,,nicht zugeordnet
the OTHER EYE (Enhanced 4K),https://www.youtube.com/watch?v=0lcxlcclKZM,https://www.youtube.com/watch?v=NqqHRvsDek8,zugeordnet
TIBET / LHASA Barkhor Square – Potala Palace (Enhanced 4K),https://www.youtube.com/watch?v=uASqQlACut0,https://www.youtube.com/watch?v=Jp2_TDjkTQo,zugeordnet
TIBET / Rongbuk Monastery (Enhanced 4K),https://www.youtube.com/watch?v=hNBwopvpdIg,https://www.youtube.com/watch?v=41GCHnsBV8Y,zugeordnet
TIBET / Sandpainting Mandalas – Kumbum Monastery (Enhanced 4K),https://www.youtube.com/watch?v=0m3zbyA2mvA,https://www.youtube.com/watch?v=Md53nopQbck,zugeordnet
TIBET / Sera Monastery –  Debating Monks (Enhanced 4K),https://www.youtube.com/watch?v=P8Y5qHfGCDo,https://www.youtube.com/watch?v=FPuC6oD03Ic,zugeordnet
TIBET – till & mill (Enhanced 4K),https://www.youtube.com/watch?v=DAgold9grXM,https://www.youtube.com/watch?v=WPV3ysAX_Dg,zugeordnet
to TOO  to TOOO  to TOOOO (Enhanced 4K),https://www.youtube.com/watch?v=LEJoMlPECw4,https://www.youtube.com/watch?v=wzgdTKkEQCo,zugeordnet
TRAPPED REALITY - Short Stories from Moscow (Enhanced 4K),https://www.youtube.com/watch?v=KCq96qHRcqE,https://www.youtube.com/watch?v=fuNkC-JNzEc,zugeordnet
UNEXPECTEDLY SIGNIFICANT (Enhanced 4K),https://www.youtube.com/watch?v=JJ6aOALUHbA,https://www.youtube.com/watch?v=gDSPYgEWlMc,zugeordnet
VERGANGENHEIT als VERMÄCHTNIS – work in progress 1.0 (Enhanced 4K),https://www.youtube.com/watch?v=aXnqLQMqkfM,https://www.youtube.com/watch?v=u9LHBYxyj5w,zugeordnet
Visual Thinking - inner landscapes - out of a black whole (Enhanced 4K),https://www.youtube.com/watch?v=k6dRt2wPuhQ,https://www.youtube.com/watch?v=M7pLqiSxJ8c,zugeordnet
WE ARE THE WORLD (Enhanced 4K),https://www.youtube.com/watch?v=HZGBvXvqLE4,https://www.youtube.com/watch?v=f4x_p_zRons,zugeordnet
WE🔍CANNOT🔍IMAGINE (Enhanced 4K),https://www.youtube.com/watch?v=EbfVyXBLSnA,https://www.youtube.com/watch?v=vpNjxCy99Fs,zugeordnet
What‘s your name? (Enhanced 4K),https://www.youtube.com/watch?v=59Nw9h3YfzA,https://www.youtube.com/watch?v=wAUvvktUoOc,zugeordnet
Where? Where? 🤸‍♀️‼️HERE‼️🤸‍♀️ (Enhanced 4K),https://www.youtube.com/watch?v=cO2ajIrbkzI,https://www.youtube.com/watch?v=xiFVzz_x5PU,zugeordnet
WHY?🤫WHY?🤪WHY? (Enhanced 4K),https://www.youtube.com/watch?v=jd2WjDEL2TA,,nicht zugeordnet
WHY?🤫WHY?🤪WHY? (Enhanced 4K),https://www.youtube.com/watch?v=EyDK0GeKkmU,https://www.youtube.com/watch?v=b1Vst4OlmWY,zugeordnet
WILL TO SURVIVE (Enhanced 4K),https://www.youtube.com/watch?v=Sr9YpmpgsD4,https://www.youtube.com/watch?v=-77BxiZaqeQ,zugeordnet
WUNDERBLOCK (Enhanced 4K),https://www.youtube.com/watch?v=sbAU7WBYJgI,,nicht zugeordnet
Wunderblock (Enhanced 4K),https://www.youtube.com/watch?v=8jSIqsQhHbM,https://www.youtube.com/watch?v=86Njsv89dlo,zugeordnet
WUNDERBLOCK (Enhanced 4K),https://www.youtube.com/watch?v=M5fU8RAdKik,https://www.youtube.com/watch?v=8Nj1D0wWu1I,zugeordnet
…for DISCOVERY 💡 (Enhanced 4K),https://www.youtube.com/watch?v=4TLNsxxoPYk,https://www.youtube.com/watch?v=ytPO9BNAVLg,zugeordnet
🌝oo🌚 (Enhanced 4K),https://www.youtube.com/watch?v=iciskkOZYh4,https://www.youtube.com/watch?v=rXUD-jxOCuM,zugeordnet
🎁PRESENT🎁 (Enhanced 4K),https://www.youtube.com/watch?v=6LXZJCfR0Mc,,nicht zugeordnet
🎁PRESENT🎁 (Enhanced 4K),https://www.youtube.com/watch?v=68DcATcFlX4,https://www.youtube.com/watch?v=0lyreCd3gdY,zugeordnet
🐔C🐓H🐔I🐓C🐔K🐓E🐔N🐓 (Enhanced 4K),https://www.youtube.com/watch?v=QWSQCmntTFk,,nicht zugeordnet
🐔C🐓H🐔I🐓C🐔K🐓E🐔N🐓 (Enhanced 4K),https://www.youtube.com/watch?v=aLR0kCt5PcY,https://www.youtube.com/watch?v=2BZktntJTUk,zugeordnet
😃EVERY✍️HAND✍️Is different✍️ (Enhanced 4K),https://www.youtube.com/watch?v=m8FISn4mM48,https://www.youtube.com/watch?v=EG4aSSkrKT8,zugeordnet
😴DREAM 🛌WORLD😴 (Enhanced 4K),https://www.youtube.com/watch?v=tgxob6TgOdg,https://www.youtube.com/watch?v=iLdhxG2KPoM,zugeordnet
🙂CHICKEN🐓WORLD🙂 (Enhanced 4K),https://www.youtube.com/watch?v=uGalcoh4XWc,,nicht zugeordnet
🙂CHICKEN🐓WORLD🙂 (Enhanced 4K),https://www.youtube.com/watch?v=66QMN8bgCHQ,https://www.youtube.com/watch?v=eaeJozXNBPA,zugeordnet
🦜🐈🐛🪰🦅🐒🐸 (Enhanced 4K),https://www.youtube.com/watch?v=lZio59r1fbE,https://www.youtube.com/watch?v=B3p6iPx0EM0,zugeordnet

=== ZUGEORDNET: Original → Enhanced 4K ===
Original Title,Original URL,Enhanced 4K URL
001a THE OTHER EYE - E,https://www.youtube.com/watch?v=WBsY8GGMOBE,https://www.youtube.com/watch?v=YZx82_OyGXw
001b MAS SZEMMEL - H,https://www.youtube.com/watch?v=FaRUcjDYZis,https://www.youtube.com/watch?v=Jx7AP9-jaCA
004 WORKS in PROGRESS,https://www.youtube.com/watch?v=Hqa_G12v0Bw,https://www.youtube.com/watch?v=wAin2xQtLKs
005 pf-ERDE am HIMMEL,https://www.youtube.com/watch?v=4_-BxRL1vFs,https://www.youtube.com/watch?v=r2WJIA-72yk
006 MTV2 Window on Europe -- Európa Ablak,https://www.youtube.com/watch?v=rX4ADnOa3G4,https://www.youtube.com/watch?v=MVi0fWh_g5Y
006 MTV2 Window on Europe -- Európa Ablak 4x,https://www.youtube.com/watch?v=g0gegr5Y9BU,https://www.youtube.com/watch?v=jTJ0OzWu7PE
007b BUDAPESTEN NAPLO - H,https://www.youtube.com/watch?v=SHFqywMgx1Q,https://www.youtube.com/watch?v=-zT1av8QGGo
008 PICK&PEN,https://www.youtube.com/watch?v=8SvgnUHDdTU,https://www.youtube.com/watch?v=xrlK3_OIcXI
009 ChickenPick,https://www.youtube.com/watch?v=JXir0H9XPzY,https://www.youtube.com/watch?v=f0-OwN1o29w
009 ChickenPick (Enhanced 4K),https://www.youtube.com/watch?v=f0-OwN1o29w,https://www.youtube.com/watch?v=yMH0yIqRfKo
010b SUITE 702 - H,https://www.youtube.com/watch?v=ZsfwCuMHFVw,https://www.youtube.com/watch?v=f0R7_enfXbo
"011a BUTIRSKAYA PRISON, Moscow - E",https://www.youtube.com/watch?v=W8aE4bWqX-U,https://www.youtube.com/watch?v=zkASrGEeX2Q
"011b BEZARVA, Moscow - Russian / Hungarian sub",https://www.youtube.com/watch?v=FnlKDiLSmA0,https://www.youtube.com/watch?v=TcydrlVFmRs
013 PIG OPERA,https://www.youtube.com/watch?v=M3D3Gxo4AEQ,https://www.youtube.com/watch?v=SiQM_y9ALB0
015 Last Night I was Two Cats,https://www.youtube.com/watch?v=1W9mjMtxVSw,https://www.youtube.com/watch?v=jgwc1PP5yAM
016 CABAGGE TALES,https://www.youtube.com/watch?v=GSiput8wrVE,https://www.youtube.com/watch?v=kZs3gi46JiY
017 SIKKIM Stories,https://www.youtube.com/watch?v=5Wu0PCEahsg,https://www.youtube.com/watch?v=iXI4RQ7vrH4
022b 21st Century China 4539 feb07,https://www.youtube.com/watch?v=Us1tVOObESU,https://www.youtube.com/watch?v=yI42sWIv0Ck
023a RAISING CHINA / Interview H-E,https://www.youtube.com/watch?v=acjxyO710lw,https://www.youtube.com/watch?v=IQvgEE7FHDQ
024 CITY in MAKING,https://www.youtube.com/watch?v=cMvVKrXIN9Y,https://www.youtube.com/watch?v=0bHAKYmHczA
030a ALICE in WONDERLAND - E,https://www.youtube.com/watch?v=X3J2WOb0FyI,https://www.youtube.com/watch?v=MEHin_ml-kU
030b ALICE CSODAORSZAGBAN - H,https://www.youtube.com/watch?v=nACZdLod2mU,https://www.youtube.com/watch?v=peCYCFB38fU
"033 The Takami Family, Tokyo",https://www.youtube.com/watch?v=qeNigfxHkEo,https://www.youtube.com/watch?v=BEa8Z40nQxQ
035 Rettungsmarsch 1913,https://www.youtube.com/watch?v=QfQyjfQTPjw,https://www.youtube.com/watch?v=MbZ12si04u4
"038a YOUNG WOLF / Smolensk - R/G, Esub",https://www.youtube.com/watch?v=yPJT2-Bodhw,https://www.youtube.com/watch?v=_H3VqhRHcgc
038b IFJU FARKAS / Smolensk - H,https://www.youtube.com/watch?v=L8kk5d87jnk,https://www.youtube.com/watch?v=SfDAt_cFJ9E
039a Kazakh Television / Interview - E,https://www.youtube.com/watch?v=HM8JI7LlMU0,https://www.youtube.com/watch?v=PksZcvTrDbA
039b Kazakh Television / Interview - R,https://www.youtube.com/watch?v=ouzpBuJuCJk,https://www.youtube.com/watch?v=jZMwVvnUz4Q
042 Behind the Curtain - Interview H/E,https://www.youtube.com/watch?v=FKkFMCWm0HI,https://www.youtube.com/watch?v=NkORKrHJ16Y
043 Land Inside Me - Almaty,https://www.youtube.com/watch?v=f1FFHaB68UY,https://www.youtube.com/watch?v=aSfyJXXAuMY
044 Book of Eyes classic.,https://www.youtube.com/watch?v=IBfMLZghog0,https://www.youtube.com/watch?v=yNhzeLEyeUI
045a SIBERIA YOU ARE MY LIMIT - R/Esub,https://www.youtube.com/watch?v=CAbPfoe5B_Q,https://www.youtube.com/watch?v=U03DKEq8X3A
046b EGYENSULYBAN / Babushka Masha - H,https://www.youtube.com/watch?v=x6S8pAmrv94,https://www.youtube.com/watch?v=Qykz0y0Wfb0
049a Liebe Anna - E,https://www.youtube.com/watch?v=KHRHsyGIRlI,https://www.youtube.com/watch?v=iXs-sL-Sf8w
049b Liebe Anna - D,https://www.youtube.com/watch?v=t6YvdmcGdo8,https://www.youtube.com/watch?v=PGt9Mb3hRTE
049c Liebe Anna - H,https://www.youtube.com/watch?v=UExLHdyGfwA,https://www.youtube.com/watch?v=5J00iElePW8
"050a BORN to MOVE / X-treams, X-dreams - Kazakhstan",https://www.youtube.com/watch?v=aUg2dv4XXgM,https://www.youtube.com/watch?v=F_jtAQxN9I0
"050c BORN to MOVE / X-treams, X-dreams - K/Hsub",https://www.youtube.com/watch?v=WwHJW39JqPk,https://www.youtube.com/watch?v=GtRP5bFFY90
051a MISHA goes to SCHOOL - R/Esub,https://www.youtube.com/watch?v=rXUD-jxOCuM,https://www.youtube.com/watch?v=iciskkOZYh4
052a  Itzhak  Frey & Sohn - D,https://www.youtube.com/watch?v=wxJ7SGgb42c,https://www.youtube.com/watch?v=aJyIakn9Sbk
052ab ITZHAK FREY / Gedanken zur Gründung des Slowakischen Staates - D,https://www.youtube.com/watch?v=28sD05dtKzE,https://www.youtube.com/watch?v=cbbqvaYFsLo
052ac ITZHAK FREY / Gedanken zum Antisemitismus in der Schweiz - D,https://www.youtube.com/watch?v=1OGG_98oRqY,https://www.youtube.com/watch?v=HKvHtCek8Ic
052ad ITZHAK FREY / Gedanken zu Gebildeten Menschen / Erdbeben / FC Barcelona - D,https://www.youtube.com/watch?v=B3p6iPx0EM0,https://www.youtube.com/watch?v=lZio59r1fbE
052af David Frey / Kindheitserinnerungen,https://www.youtube.com/watch?v=aV-BtCv_vzs,https://www.youtube.com/watch?v=vERRoJWRv18
052b Itzhak Frey & Son - D/Esub,https://www.youtube.com/watch?v=zPTk4BzdBu8,https://www.youtube.com/watch?v=wsDFrKb6ymw
052d / Itzhak Frey & Mal'chik - Russian sub,https://www.youtube.com/watch?v=oUnnIVKwxv0,https://www.youtube.com/watch?v=IpkYtLkekEY
053a / JASMINE and OLIVES,https://www.youtube.com/watch?v=I-W2hJc6q1U,https://www.youtube.com/watch?v=znKC0bKXnA0
053b  JASMINE and OLIVES - Hsub,https://www.youtube.com/watch?v=OiVFgnVqVpk,https://www.youtube.com/watch?v=ZEOjQBUTa90
054a / HUMUS for HAMAS / Gaza Strip - Arabic/Esub,https://www.youtube.com/watch?v=G9Whw4gJCeY,https://www.youtube.com/watch?v=7I4ZBIPdyu4
054b HUMUS for HAMAS - Arabic/Hsub,https://www.youtube.com/watch?v=9lZDEOnRgSU,https://www.youtube.com/watch?v=yfqvStQjM3o
054ca / zwölf sekunden zensur HUMUS for HAMAS,https://www.youtube.com/watch?v=DR9rSeRX8ug,https://www.youtube.com/watch?v=r9YCkV13wto
059b / KRAPIVNAJA - LOST in TRANSITION - R/Hsub,https://www.youtube.com/watch?v=yRT12zdB0V4,https://www.youtube.com/watch?v=OnkDQ1TiitA
060b / LAZAC ÉS MACKO / PARADICSOM - R/Hsub,https://www.youtube.com/watch?v=7qQ47AhQca4,https://www.youtube.com/watch?v=9TtrreTqq0s
061a / TOLBACHIK - Ludmilla's Volcano - E,https://www.youtube.com/watch?v=uFI77oD4K_k,https://www.youtube.com/watch?v=XbvXjdYO-UI
061b Volcano TOLBACHIK - time change,https://www.youtube.com/watch?v=csxaS-i3wtw,https://www.youtube.com/watch?v=JYOpeAT87ag
063 HARD TALK /  Biene und Mensch - D,https://www.youtube.com/watch?v=aNzqomzOaUo,https://www.youtube.com/watch?v=iGSvOPvPCJo
064 / S(T)INGING BEAUTY / Kamchatka - Russian/Esub,https://www.youtube.com/watch?v=o_nM2N-03UI,https://www.youtube.com/watch?v=jqcb-hnYha8
066 / The BEATLES in GEORGIA - Georgian/Esub,https://www.youtube.com/watch?v=3teIj0Rttzg,https://www.youtube.com/watch?v=EE-hwKUwHeE
067 / SOMETHING to SAY to the WORLD - Bests from Lis out of Kenya,https://www.youtube.com/watch?v=V1k1xyzaGzY,https://www.youtube.com/watch?v=6ovCHUIpbno
068 / SEX on the STEPS - Yellow Mountains,https://www.youtube.com/watch?v=cgHVbxV64VU,https://www.youtube.com/watch?v=sE0QFAuf190
070b / KMARA - GENUG! / ROSEN-REVOLUTION - G/R/D,https://www.youtube.com/watch?v=hH_E66CkUjQ,https://www.youtube.com/watch?v=YpV4TucVImY
070c / KMARA - ELÉG! / ROZSAS FORRADALOM,https://www.youtube.com/watch?v=qSgiCb2aJa4,https://www.youtube.com/watch?v=vHI2VvwFgSQ
072a / Iran / CHADOR CONDOM COFFEESHOP - Farsi/Esub,https://www.youtube.com/watch?v=N_Ui88q-gy8,https://www.youtube.com/watch?v=tHoHrj45oCE
072b / Iran / KOPFTUCH PARISER KAFFEEHAUS - Farsi/Dsub,https://www.youtube.com/watch?v=opavvOpVpUM,https://www.youtube.com/watch?v=J1VEC3Us21Q
073 / WANG GUANGYI - Communism Pops - C,https://www.youtube.com/watch?v=BR5U-miBmt4,https://www.youtube.com/watch?v=brA5WOeR5oM
074c / ЗАВЕЩАНИЕ / ЕВГЕНИЮ БУРАКУ - R,https://www.youtube.com/watch?v=v27m8UT4w0M,https://www.youtube.com/watch?v=OcZPE7Gx0Cw
075a  / MAO's BARBERSHOP - chinese/Esub,https://www.youtube.com/watch?v=4_gaU85Zzog,https://www.youtube.com/watch?v=FRUaXmqxjJk
077a / Republic of Georgia / WHERE GOD LANDED - R/G/A/O/Esub,https://www.youtube.com/watch?v=q_UgL0Pbet8,https://www.youtube.com/watch?v=vjPiwPzTTjU
077b / Republik Georgien / FUSSTRITTE GOTTES - R/G/A/O/Dsub,https://www.youtube.com/watch?v=cWGbmkCvGHA,https://www.youtube.com/watch?v=8Dkr7t65k5Q
077c / Grúz Köztársaság / Ahol Isten Leszállt - Hsub,https://www.youtube.com/watch?v=l8szkLe2eiM,https://www.youtube.com/watch?v=3G7etaHUS44
079a Iran / HANDSHAKE -- sometimes KISSES - Farsi/Esub,https://www.youtube.com/watch?v=n4Vn38iOsw0,https://www.youtube.com/watch?v=H7otaCwYGfY
080 / Zhou Tie Hai / MR. CAMEL - Chinese/English,https://www.youtube.com/watch?v=n8nej0rLYG4,https://www.youtube.com/watch?v=ZDyIwNFQdNo
081a / ZENG FANZHI / meat and mask - Chinese/Esub,https://www.youtube.com/watch?v=35EDsDp4aI0,https://www.youtube.com/watch?v=fwZNxa2ZofE
081b / ZENG FANZHI / EMBER és FENEDAD - Chinese/Hsub,https://www.youtube.com/watch?v=AWblTn9NeBQ,https://www.youtube.com/watch?v=EbSLJ5hThSM
082a / Syria / DEIR ez-ZOR دير الزور / CAMELS for BABIES - Arabic/Esub,https://www.youtube.com/watch?v=1iN1Fvei5Jk,https://www.youtube.com/watch?v=WYflmblHs9E
082b / Syria / Tevéket Gyerekekért - Arabic/Hsub,https://www.youtube.com/watch?v=IDZ3VoE3bNo,https://www.youtube.com/watch?v=2sxZqg3tPCo
083e / DPRK / haircut in a cooperative state farm - Wonsan,https://www.youtube.com/watch?v=aOn12f4HN4E,https://www.youtube.com/watch?v=_63Nc9Dh2m0
